,Year,County,Hospital,Surgery,Latitude,Longitude,Total_cases,Cost,renta_per_capita,Poblacion
107,2014,Sacramento,Mercy General Hospital,Prostate,38.56955,-121.45271,5,153,21142,1223499.0
108,2014,Sacramento,Mercy General Hospital,Lung,38.56955,-121.45271,2,56,21142,1223499.0
109,2014,Sacramento,Mercy General Hospital,Liver,38.56955,-121.45271,1,100,21142,1223499.0
110,2014,Sacramento,Mercy General Hospital,Colon,38.56955,-121.45271,42,52,21142,1223499.0
111,2014,Sacramento,Mercy General Hospital,Breast,38.56955,-121.45271,148,30,21142,1223499.0
112,2014,Sacramento,Mercy General Hospital,Brain,38.56955,-121.45271,20,100,21142,1223499.0
113,2014,Sacramento,Mercy General Hospital,Bladder,38.56955,-121.45271,2,65,21142,1223499.0
114,2014,Sacramento,Mercy San Juan Hospital,Pancreas,38.66818,-121.31261,1,74,21142,1223499.0
115,2014,Sacramento,Mercy San Juan Hospital,Stomach,38.66818,-121.31261,5,72,21142,1223499.0
116,2014,Sacramento,Mercy San Juan Hospital,Rectum,38.66818,-121.31261,6,52,21142,1223499.0
117,2014,Sacramento,Mercy San Juan Hospital,Prostate,38.66818,-121.31261,51,153,21142,1223499.0
118,2014,Sacramento,Mercy San Juan Hospital,Lung,38.66818,-121.31261,31,56,21142,1223499.0
119,2014,Sacramento,Mercy San Juan Hospital,Liver,38.66818,-121.31261,1,100,21142,1223499.0
120,2014,Sacramento,Mercy San Juan Hospital,Esophagus,38.66818,-121.31261,2,250,21142,1223499.0
121,2014,Sacramento,Mercy San Juan Hospital,Colon,38.66818,-121.31261,29,52,21142,1223499.0
122,2014,Sacramento,Mercy San Juan Hospital,Breast,38.66818,-121.31261,68,30,21142,1223499.0
123,2014,Sacramento,Mercy San Juan Hospital,Brain,38.66818,-121.31261,31,100,21142,1223499.0
124,2014,Sacramento,Methodist Hospital of Sacramento,Stomach,38.46416,-121.41744,2,72,21142,1223499.0
125,2014,Sacramento,Methodist Hospital of Sacramento,Rectum,38.46416,-121.41744,4,52,21142,1223499.0
126,2014,Sacramento,Methodist Hospital of Sacramento,Pancreas,38.46416,-121.41744,1,74,21142,1223499.0
127,2014,Sacramento,Methodist Hospital of Sacramento,Colon,38.46416,-121.41744,18,52,21142,1223499.0
128,2014,Sacramento,Methodist Hospital of Sacramento,Breast,38.46416,-121.41744,126,30,21142,1223499.0
129,2014,Sacramento,UC Davis Medical Center,Rectum,38.55438,-121.45738,16,52,21142,1223499.0
130,2014,Sacramento,UC Davis Medical Center,Prostate,38.55438,-121.45738,75,153,21142,1223499.0
131,2014,Sacramento,UC Davis Medical Center,Pancreas,38.55438,-121.45738,22,74,21142,1223499.0
132,2014,Sacramento,UC Davis Medical Center,Liver,38.55438,-121.45738,15,100,21142,1223499.0
133,2014,Sacramento,UC Davis Medical Center,Esophagus,38.55438,-121.45738,15,250,21142,1223499.0
134,2014,Sacramento,UC Davis Medical Center,Colon,38.55438,-121.45738,23,52,21142,1223499.0
135,2014,Sacramento,UC Davis Medical Center,Breast,38.55438,-121.45738,202,30,21142,1223499.0
136,2014,Sacramento,UC Davis Medical Center,Brain,38.55438,-121.45738,45,100,21142,1223499.0
137,2014,Sacramento,UC Davis Medical Center,Bladder,38.55438,-121.45738,28,65,21142,1223499.0
138,2014,Sacramento,UC Davis Medical Center,Lung,38.55438,-121.45738,50,56,21142,1223499.0
139,2014,Sacramento,UC Davis Medical Center,Stomach,38.55438,-121.45738,8,72,21142,1223499.0
140,2014,Sacramento,Sutter General Hospital,Stomach,38.57176,-121.47008,9,72,21142,1223499.0
141,2014,Sacramento,Sutter General Hospital,Rectum,38.57176,-121.47008,13,52,21142,1223499.0
142,2014,Sacramento,Sutter General Hospital,Prostate,38.57176,-121.47008,56,153,21142,1223499.0
143,2014,Sacramento,Sutter General Hospital,Pancreas,38.57176,-121.47008,10,74,21142,1223499.0
144,2014,Sacramento,Sutter General Hospital,Lung,38.57176,-121.47008,13,56,21142,1223499.0
145,2014,Sacramento,Sutter General Hospital,Liver,38.57176,-121.47008,14,100,21142,1223499.0
146,2014,Sacramento,Sutter General Hospital,Esophagus,38.57176,-121.47008,4,250,21142,1223499.0
147,2014,Sacramento,Sutter General Hospital,Colon,38.57176,-121.47008,60,52,21142,1223499.0
148,2014,Sacramento,Sutter General Hospital,Breast,38.57176,-121.47008,308,30,21142,1223499.0
149,2014,Sacramento,Sutter General Hospital,Brain,38.57176,-121.47008,34,100,21142,1223499.0
150,2014,Sacramento,Sutter Memorial Hospital,Lung,38.57071,-121.43948,10,56,21142,1223499.0
151,2014,Sacramento,Sutter Memorial Hospital,Colon,38.57071,-121.43948,4,52,21142,1223499.0
152,2014,Sacramento,Sutter Memorial Hospital,Brain,38.57071,-121.43948,20,100,21142,1223499.0
153,2014,Sacramento,Kaiser Foundation Hospital  South Sacramento,Stomach,38.47144,-121.42409,4,72,21142,1223499.0
154,2014,Sacramento,Kaiser Foundation Hospital  South Sacramento,Rectum,38.47144,-121.42409,21,52,21142,1223499.0
155,2014,Sacramento,Kaiser Foundation Hospital  South Sacramento,Prostate,38.47144,-121.42409,136,153,21142,1223499.0
156,2014,Sacramento,Kaiser Foundation Hospital  South Sacramento,Lung,38.47144,-121.42409,21,56,21142,1223499.0
157,2014,Sacramento,Kaiser Foundation Hospital  South Sacramento,Liver,38.47144,-121.42409,10,100,21142,1223499.0
158,2014,Sacramento,Kaiser Foundation Hospital  South Sacramento,Esophagus,38.47144,-121.42409,3,250,21142,1223499.0
159,2014,Sacramento,Kaiser Foundation Hospital  South Sacramento,Colon,38.47144,-121.42409,52,52,21142,1223499.0
160,2014,Sacramento,Kaiser Foundation Hospital  South Sacramento,Breast,38.47144,-121.42409,227,30,21142,1223499.0
161,2014,Sacramento,Kaiser Foundation Hospital  South Sacramento,Bladder,38.47144,-121.42409,19,65,21142,1223499.0
162,2014,Sacramento,Mercy Hospital  Folsom,Rectum,38.67223,-121.1428,2,52,21142,1223499.0
163,2014,Sacramento,Mercy Hospital  Folsom,Prostate,38.67223,-121.1428,51,153,21142,1223499.0
164,2014,Sacramento,Mercy Hospital  Folsom,Colon,38.67223,-121.1428,14,52,21142,1223499.0
165,2014,Sacramento,Mercy Hospital  Folsom,Breast,38.67223,-121.1428,40,30,21142,1223499.0
166,2014,Sacramento,Mercy Hospital  Folsom,Bladder,38.67223,-121.1428,2,65,21142,1223499.0
167,2015,Sacramento,Statewide,Liver,34.037185,-118.266206,952,100,21142,1223499.0
168,2015,Sacramento,Statewide,Breast,34.037185,-118.266206,19914,30,21142,1223499.0
169,2015,Sacramento,Statewide,Colon,34.037185,-118.266206,5456,52,21142,1223499.0
170,2015,Sacramento,Statewide,Esophagus,34.037185,-118.266206,264,250,21142,1223499.0
171,2015,Sacramento,Statewide,Brain,34.037185,-118.266206,2111,100,21142,1223499.0
172,2015,Sacramento,Statewide,Rectum,34.037185,-118.266206,1698,52,21142,1223499.0
173,2015,Sacramento,Statewide,Prostate,34.037185,-118.266206,4474,153,21142,1223499.0
174,2015,Sacramento,Statewide,Lung,34.037185,-118.266206,2508,56,21142,1223499.0
175,2015,Sacramento,Statewide,Bladder,34.037185,-118.266206,677,65,21142,1223499.0
176,2015,Sacramento,Statewide,Pancreas,34.037185,-118.266206,656,74,21142,1223499.0
177,2015,Sacramento,Statewide,Stomach,34.037185,-118.266206,744,72,21142,1223499.0
178,2015,Sacramento,Kaiser Foundation Hospital  Sacramento,Stomach,38.60197,-121.39232,7,72,21142,1223499.0
179,2015,Sacramento,Kaiser Foundation Hospital  Sacramento,Rectum,38.60197,-121.39232,8,52,21142,1223499.0
180,2015,Sacramento,Kaiser Foundation Hospital  Sacramento,Pancreas,38.60197,-121.39232,12,74,21142,1223499.0
181,2015,Sacramento,Kaiser Foundation Hospital  Sacramento,Liver,38.60197,-121.39232,14,100,21142,1223499.0
182,2015,Sacramento,Kaiser Foundation Hospital  Sacramento,Colon,38.60197,-121.39232,43,52,21142,1223499.0
183,2015,Sacramento,Kaiser Foundation Hospital  Sacramento,Breast,38.60197,-121.39232,164,30,21142,1223499.0
184,2015,Sacramento,Kaiser Foundation Hospital  Sacramento,Brain,38.60197,-121.39232,46,100,21142,1223499.0
185,2015,Sacramento,Kaiser Foundation Hospital  Sacramento,Bladder,38.60197,-121.39232,2,65,21142,1223499.0
186,2015,Sacramento,Mercy General Hospital,Stomach,38.56955,-121.45271,2,72,21142,1223499.0
187,2015,Sacramento,Mercy General Hospital,Rectum,38.56955,-121.45271,18,52,21142,1223499.0
188,2015,Sacramento,Mercy General Hospital,Prostate,38.56955,-121.45271,3,153,21142,1223499.0
189,2015,Sacramento,Mercy General Hospital,Pancreas,38.56955,-121.45271,1,74,21142,1223499.0
190,2015,Sacramento,Mercy General Hospital,Colon,38.56955,-121.45271,35,52,21142,1223499.0
191,2015,Sacramento,Mercy General Hospital,Breast,38.56955,-121.45271,101,30,21142,1223499.0
192,2015,Sacramento,Mercy General Hospital,Brain,38.56955,-121.45271,9,100,21142,1223499.0
193,2015,Sacramento,Mercy San Juan Hospital,Rectum,38.66818,-121.31261,9,52,21142,1223499.0
194,2015,Sacramento,Mercy San Juan Hospital,Prostate,38.66818,-121.31261,28,153,21142,1223499.0
195,2015,Sacramento,Mercy San Juan Hospital,Lung,38.66818,-121.31261,33,56,21142,1223499.0
196,2015,Sacramento,Mercy San Juan Hospital,Esophagus,38.66818,-121.31261,1,250,21142,1223499.0
197,2015,Sacramento,Mercy San Juan Hospital,Colon,38.66818,-121.31261,25,52,21142,1223499.0
198,2015,Sacramento,Mercy San Juan Hospital,Breast,38.66818,-121.31261,56,30,21142,1223499.0
199,2015,Sacramento,Mercy San Juan Hospital,Brain,38.66818,-121.31261,11,100,21142,1223499.0
200,2015,Sacramento,Mercy San Juan Hospital,Bladder,38.66818,-121.31261,1,65,21142,1223499.0
201,2015,Sacramento,Methodist Hospital of Sacramento,Stomach,38.46416,-121.41744,4,72,21142,1223499.0
202,2015,Sacramento,Methodist Hospital of Sacramento,Rectum,38.46416,-121.41744,2,52,21142,1223499.0
203,2015,Sacramento,Methodist Hospital of Sacramento,Colon,38.46416,-121.41744,14,52,21142,1223499.0
204,2015,Sacramento,Methodist Hospital of Sacramento,Breast,38.46416,-121.41744,69,30,21142,1223499.0
205,2015,Sacramento,UC Davis Medical Center,Rectum,38.55438,-121.45738,8,52,21142,1223499.0
206,2015,Sacramento,UC Davis Medical Center,Prostate,38.55438,-121.45738,31,153,21142,1223499.0
207,2015,Sacramento,UC Davis Medical Center,Pancreas,38.55438,-121.45738,14,74,21142,1223499.0
208,2015,Sacramento,UC Davis Medical Center,Liver,38.55438,-121.45738,5,100,21142,1223499.0
209,2015,Sacramento,UC Davis Medical Center,Esophagus,38.55438,-121.45738,12,250,21142,1223499.0
210,2015,Sacramento,UC Davis Medical Center,Colon,38.55438,-121.45738,31,52,21142,1223499.0
211,2015,Sacramento,UC Davis Medical Center,Breast,38.55438,-121.45738,162,30,21142,1223499.0
212,2015,Sacramento,UC Davis Medical Center,Brain,38.55438,-121.45738,34,100,21142,1223499.0
213,2015,Sacramento,UC Davis Medical Center,Bladder,38.55438,-121.45738,24,65,21142,1223499.0
214,2015,Sacramento,UC Davis Medical Center,Lung,38.55438,-121.45738,47,56,21142,1223499.0
215,2015,Sacramento,UC Davis Medical Center,Stomach,38.55438,-121.45738,7,72,21142,1223499.0
216,2015,Sacramento,"Sutter Medical Center, Sacramento",Stomach,38.57176,-121.47008,9,72,21142,1223499.0
217,2015,Sacramento,"Sutter Medical Center, Sacramento",Rectum,38.57176,-121.47008,10,52,21142,1223499.0
218,2015,Sacramento,"Sutter Medical Center, Sacramento",Prostate,38.57176,-121.47008,75,153,21142,1223499.0
219,2015,Sacramento,"Sutter Medical Center, Sacramento",Pancreas,38.57176,-121.47008,12,74,21142,1223499.0
220,2015,Sacramento,"Sutter Medical Center, Sacramento",Lung,38.57176,-121.47008,13,56,21142,1223499.0
221,2015,Sacramento,"Sutter Medical Center, Sacramento",Liver,38.57176,-121.47008,1,100,21142,1223499.0
222,2015,Sacramento,"Sutter Medical Center, Sacramento",Esophagus,38.57176,-121.47008,3,250,21142,1223499.0
223,2015,Sacramento,"Sutter Medical Center, Sacramento",Colon,38.57176,-121.47008,45,52,21142,1223499.0
224,2015,Sacramento,"Sutter Medical Center, Sacramento",Breast,38.57176,-121.47008,296,30,21142,1223499.0
225,2015,Sacramento,"Sutter Medical Center, Sacramento",Brain,38.57176,-121.47008,22,100,21142,1223499.0
226,2015,Sacramento,Sutter Memorial Hospital,Lung,38.57071,-121.43948,2,56,21142,1223499.0
227,2015,Sacramento,Sutter Memorial Hospital,Colon,38.57071,-121.43948,2,52,21142,1223499.0
228,2015,Sacramento,Sutter Memorial Hospital,Brain,38.57071,-121.43948,11,100,21142,1223499.0
229,2015,Sacramento,Kaiser Foundation Hospital  South Sacramento,Stomach,38.47144,-121.42409,7,72,21142,1223499.0
230,2015,Sacramento,Kaiser Foundation Hospital  South Sacramento,Rectum,38.47144,-121.42409,13,52,21142,1223499.0
231,2015,Sacramento,Kaiser Foundation Hospital  South Sacramento,Prostate,38.47144,-121.42409,109,153,21142,1223499.0
232,2015,Sacramento,Kaiser Foundation Hospital  South Sacramento,Lung,38.47144,-121.42409,64,56,21142,1223499.0
233,2015,Sacramento,Kaiser Foundation Hospital  South Sacramento,Liver,38.47144,-121.42409,5,100,21142,1223499.0
234,2015,Sacramento,Kaiser Foundation Hospital  South Sacramento,Esophagus,38.47144,-121.42409,13,250,21142,1223499.0
235,2015,Sacramento,Kaiser Foundation Hospital  South Sacramento,Colon,38.47144,-121.42409,35,52,21142,1223499.0
236,2015,Sacramento,Kaiser Foundation Hospital  South Sacramento,Breast,38.47144,-121.42409,185,30,21142,1223499.0
237,2015,Sacramento,Kaiser Foundation Hospital  South Sacramento,Bladder,38.47144,-121.42409,19,65,21142,1223499.0
238,2015,Sacramento,Mercy Hospital of Folsom,Prostate,38.67223,-121.1428,24,153,21142,1223499.0
239,2015,Sacramento,Mercy Hospital of Folsom,Colon,38.67223,-121.1428,16,52,21142,1223499.0
240,2015,Sacramento,Mercy Hospital of Folsom,Breast,38.67223,-121.1428,36,30,21142,1223499.0
241,2015,Sacramento,Mercy Hospital of Folsom,Bladder,38.67223,-121.1428,1,65,21142,1223499.0
242,2016,Sacramento,Statewide,Bladder,34.037185,-118.266206,1054,65,21142,1223499.0
243,2016,Sacramento,Statewide,Brain,34.037185,-118.266206,3162,100,21142,1223499.0
244,2016,Sacramento,Statewide,Breast,34.037185,-118.266206,27495,30,21142,1223499.0
245,2016,Sacramento,Statewide,Colon,34.037185,-118.266206,7623,52,21142,1223499.0
246,2016,Sacramento,Statewide,Esophagus,34.037185,-118.266206,410,250,21142,1223499.0
247,2016,Sacramento,Statewide,Liver,34.037185,-118.266206,1662,100,21142,1223499.0
248,2016,Sacramento,Statewide,Lung,34.037185,-118.266206,3028,56,21142,1223499.0
249,2016,Sacramento,Statewide,Pancreas,34.037185,-118.266206,1069,74,21142,1223499.0
250,2016,Sacramento,Statewide,Prostate,34.037185,-118.266206,6508,153,21142,1223499.0
251,2016,Sacramento,Statewide,Rectum,34.037185,-118.266206,3300,52,21142,1223499.0
252,2016,Sacramento,Statewide,Stomach,34.037185,-118.266206,980,72,21142,1223499.0
253,2016,Sacramento,Kaiser Foundation Hospital  Sacramento,Brain,38.60197,-121.39232,72,100,21142,1223499.0
254,2016,Sacramento,Kaiser Foundation Hospital  Sacramento,Breast,38.60197,-121.39232,260,30,21142,1223499.0
255,2016,Sacramento,Kaiser Foundation Hospital  Sacramento,Colon,38.60197,-121.39232,56,52,21142,1223499.0
256,2016,Sacramento,Kaiser Foundation Hospital  Sacramento,Liver,38.60197,-121.39232,24,100,21142,1223499.0
257,2016,Sacramento,Kaiser Foundation Hospital  Sacramento,Lung,38.60197,-121.39232,1,56,21142,1223499.0
258,2016,Sacramento,Kaiser Foundation Hospital  Sacramento,Pancreas,38.60197,-121.39232,11,74,21142,1223499.0
259,2016,Sacramento,Kaiser Foundation Hospital  Sacramento,Rectum,38.60197,-121.39232,17,52,21142,1223499.0
260,2016,Sacramento,Kaiser Foundation Hospital  Sacramento,Stomach,38.60197,-121.39232,11,72,21142,1223499.0
261,2016,Sacramento,Kaiser Foundation Hospital  South Sacramento,Bladder,38.47144,-121.42409,26,65,21142,1223499.0
